CODIGO,NOMBRE,PRECIO,FAMILIA,VENTA,RUT,EXISTENCIA
2789,CAMISA LIST ESP H.M.CORTA 20.0,2680,3,3966,83569800-9,0.0
2790,CAMISA LIST ESP H.M.LARGA 18.0,2780,3,4410,83569800-9,0.0
2791,CAMISA LIST ESP H.M.LARGA 18.5,2980,3,4410,83569800-9,0.0
2792,CAMISA LIST ESP H.M.LARGA 19.0,2980,3,4410,83569800-9,0.0
2793,CAMISA LIST ESP H.M.LARGA 19.5,3680,3,5890,83569800-9,0.0
2794,CAMISA LIST ESP H.M.LARGA 20.0,2980,3,4410,83569800-9,0.0
2795,BLAY DE BABY,1025,2,1790,76643690-0,7.0
2796,CAMS FUT COLO COLO ORIG,10900,2,18990,77873400-1,0.0
2797,BEARQO8001 BERMU ARQ GENIUS 50,2590,2,3833,78028000-K,0.0
2798,SHCHI0001 SHORT CHICAGO TACT S,2690,2,3981,78028000-K,0.0
2799,SHCHI0001 SHORT CHICAGO TACT M,2690,2,3981,78028000-K,0.0
2800,SHCHI0001 SHORT CHICAGO TACT L,2690,2,3981,78028000-K,0.0
2801,SHCHI0001 SHORT CHICAGO TAC XL,2690,2,3981,78028000-K,0.0
2802,SHDET00001 SHORT DETROIT YER S,2800,2,4144,78028000-K,0.0
2803,SHDET00001 SHORT DETROIT YER M,2800,2,4144,78028000-K,0.0
2804,SHDET00001 SHORT DETROIT YER L,2800,2,4144,78028000-K,0.0
2805,SHDET00001 SHORT DETROIT YE XL,2800,2,4144,78028000-K,0.0
2806,SHLIBO8401 SHORT LIBERO COL 46,1990,2,2945,78028000-K,0.0
2807,SHLIBO8401 SHORT LIBERO COL 48,1990,2,2945,78028000-K,0.0
2808,SHLIBO8401 SHORT LIBERO COL 50,1990,2,2945,78028000-K,0.0
2809,SHLIBO8401 SHORT LIBERO COL 52,1990,2,2945,78028000-K,0.0
2810,SHLIBO8401 SHORT LIBERO COL 54,1990,2,2945,78028000-K,0.0
2811,5006063 Z PANO DES CANA NEG 34,1770,16,3076,94803000-4,0.0
2812,5006063 Z PANO DES CANA NEG 35,1770,16,3076,94803000-4,0.0
2813,5006063 Z PANO DES CANA NEG 36,1770,16,3076,94803000-4,0.0
2814,5006063 Z PANO DES CANA NEG 37,1770,16,3076,94803000-4,0.0
2815,5006063 Z PANO DES CANA NEG 38,1770,16,3076,94803000-4,0.0
2816,5006063 Z PANO DES CANA NEG 39,1770,16,3076,94803000-4,0.0
2817,5006063 Z PANO DES CANA NEG 40,1770,16,3076,94803000-4,0.0
2818,554-6410 Z COLEG CORD PLATA 34,7194,8,10647,91384000-3,0.0
2819,554-6410 Z COLEG CORD PLATA 35,7194,8,10647,91384000-3,0.0
2820,554-6410 Z COLEG CORD PLATA 36,7194,8,10647,91384000-3,0.0
2821,554-6410 Z COLEG CORD PLATA 37,7194,8,10647,91384000-3,0.0
2822,554-6410 Z COLEG CORD PLATA 38,7194,8,10647,91384000-3,0.0
2823,554-6410 Z COLEG CORD PLATA 39,7194,8,10647,91384000-3,0.0
2825,JUEGO ARBITRO(CAMIS PANT),6900,14,10212,7576541-K,0.0
2826,JUEGO ARQUERO PANAL (CAM PAN),7900,14,11629,7576541-K,0.0
2827,BANDERINES COLORES,1500,14,2220,7576541-K,0.0
2828,PIJAMA HOMB ALGO LARGO 44/52,4500,9,7890,3441908-6,1.0
2829,PIJAM TREV CORTO HOM S/XL,4034,9,6990,76451600-1,0.0
2830,PIJAMA NINA 10/16,2950,3,4366,3441908-6,0.0
2831,POLO M/LARGA BLC NINO 32/36,650,3,962,3441908-6,0.0
2832,CALZ LARGO BLC NINO 32/36,1375,3,2490,76451600-1,0.0
2833,CAM LISTA H.M.LAR G FELLINI 43,1251,3,1851,3441908-6,0.0
2834,POLO M/L ACANALADA C/R S/XL,1450,15,2990,3441908-6,0.0
2835,SET SLIP ASAHI ADULT,950,9,1690,3441908-6,8.0
2836,SHORT CAFU AZUL/M S/XL,2151,2,3750,76064490-0,2.0
2837,JGO SAB. 11/2 PZA EXTRA,3069,4,4542,79724330-2,0.0
2838,TOALLON BANO,3850,10,6990,3441908-6,1.0
2839,PIJAMA DAMA TREV S/M CORTO S/X,1500,10,3990,3441908-6,11.0
2840,1302 LEGEND PETROL BCO/AZU 3.5,9360,6,13852,96512180-3,0.0
2841,1302 LEGEND PETROL BCO/AZU 4.0,9360,6,13852,96512180-3,0.0
2842,1302 LEGEND PETROL BCO/AZU 4.5,9360,6,13852,96512180-3,0.0
2843,1302 LEGEND PETROL BCO/AZU 5.0,9360,6,13852,96512180-3,0.0
2844,1302 LEGEND PETROL BCO/AZU 5.5,9360,6,13852,96512180-3,0.0
2845,1302 LEGEND PETROL BCO/AZU 6.0,9360,6,13852,96512180-3,0.0
2846,1302 LEGEND PETROL BCO/AZU 6.5,9750,6,14430,96512180-3,0.0
2847,1302 LEGEND PETROL BCO/AZU 7.0,9750,6,14430,96512180-3,0.0
2848,1302 LEGEND PETROL BCO/AZU 7.5,9750,6,14430,96512180-3,0.0
2849,1302 LEGEND PETROL BCO/AZU 8.0,9750,6,14430,96512180-3,0.0
2850,1302 LEGEND PETROL BCO/AZU 8.5,9750,6,14430,96512180-3,0.0
2851,1302 LEGEND PETROL BCO/AZU 9.0,9750,6,14430,96512180-3,0.0
2852,1302 LEGEND PETROL BCO/AZU 9.5,9750,6,14430,96512180-3,0.0
2853,1302 LEGEND PETROL BCO/AZ 10.0,9750,6,14430,96512180-3,0.0
2854,1302 LEGEND PETROL BCO/AZ 10.5,9750,6,14430,96512180-3,0.0
2855,1302 LEGEND PETROL BCO/AZ 11.0,9750,6,14430,96512180-3,0.0
2856,1302 LEGEND PETROL BCO/AZ 11.5,9750,6,14430,96512180-3,0.0
2857,1302 LEGEND PETROL BCO/AZ 12.0,9750,6,14430,96512180-3,0.0
2858,84099886 BALON QUESTRA USA  94,9430,5,13956,95271000-1,0.0
2859,ZAP.COLEGIAL CUERO 29/34,6039,5,10568,80019100-9,0.0
2860,ZAP.COLEGIAL CUERO 35/39,7419,5,12980,80019100-9,0.0
2861,ZAP.COLEGIAL CUERO 40/45,7949,5,13910,80019100-9,0.0
2862,BOTIN HERCULES BATA 38/44,12070,5,17863,77892890-6,0.0
2863,BOLSOS PORTAEQUIPOS,1000,5,1990,10077548-4,0.0
2864,SHORT GABA 1 COLOR C/CIN 34-52,1800,3,2664,79931820-2,0.0
2865,SHORT GABAR 1 COLOR C/CIN 6-16,1535,3,2271,79931820-2,0.0
2866,POLERA GIMNAC BLCA ENTER 26-30,300,9,444,79931820-2,0.0
2867,POLERA COLOR ESTAMPA LOG 26-30,330,3,488,79931820-2,0.0
2868,MANTEL AFRANELADO ESTAM RECTAN,940,14,1465,79931820-2,0.0
2869,ZAPATO HUASO CUERO 30/33,19609,3,29990,80019100-9,1.0
2870,ART 440 CAJA 2 PANUELOS CLAROS,510,14,873,50033500-9,0.0
2871,ART 430 CAJA 2 PANUELOS OSCURO,540,14,799,50033500-9,0.0
2872,1778 LEGEND JR NARAN/BLANCO 26,7095,6,10855,96512180-3,0.0
2873,1778 LEGEND JR NARAN/BLANCO 27,7095,6,10855,96512180-3,0.0
2874,1778 LEGEND JR NARAN/BLANCO 28,7095,6,10855,96512180-3,0.0
2875,PIJAMA NINA PAVILO CORTO S/XL,1250,6,1990,76451600-1,0.0
2876,1778 LEGEND JR NARAN/BLANCO 30,7095,6,10855,96512180-3,0.0
2877,1778 LEGEND JR NARAN/BLANCO 31,7095,6,10855,96512180-3,0.0
2878,1778 LEGEND JR NARAN/BLANCO 32,7095,6,10855,96512180-3,0.0
2879,1778 LEGEND JR NARAN/BLANCO 33,7095,6,10855,96512180-3,0.0
2880,1779 LEGEND JR AZUL/BLANCOS 26,7095,6,10855,96512180-3,0.0
2881,1779 LEGEND JR AZUL/BLANCOS 27,7095,6,10855,96512180-3,0.0
2882,1779 LEGEND JR AZUL/BLANCOS 28,7095,6,10855,96512180-3,0.0
2883,CAMISON ALGODON M/L DAMA S/XL,4583,6,7990,76451600-1,2.0
2884,1779 LEGEND JR AZUL/BLANCOS 30,7095,6,10855,96512180-3,0.0
2885,1779 LEGEND JR AZUL/BLANCOS 31,7095,6,10855,96512180-3,0.0
2886,1779 LEGEND JR AZUL/BLANCOS 32,7095,6,10855,96512180-3,0.0
2887,1779 LEGEND JR AZUL/BLANCOS 33,7095,6,10855,96512180-3,0.0
2888,CAMISAF000000 LIST M/LAR 14-17,1800,3,2664,96547140-5,0.0
2889,BALON BABY LOTTO ARTK0278,5700,2,8436,10700067-4,0.0
2890,MED FUT ADULT LISA ETO ECON,1090,5,1890,76064490-0,147.0
2891,ENAGUA ENTERA POPELINA ART M34,3420,7,5490,4526772-5,0.0
2892,CAMISOLA ALG M/M C/B S/XL,3990,7,5990,4526772-5,0.0
2893,PANT GABAR ADULT DELGADO 40-50,4129,3,6111,80019100-9,0.0
2894,PANTAL GABAR ADULT DELGA 52-60,5189,3,7680,80019100-9,0.0
2895,POLERA FONDO BCO ESTAM IN 4-16,1352,3,2000,6612412-6,0.0
2896,CHAQUETA HUASO CASIMIR58/62,16109,15,24990,80019100-9,2.0
2897,749 POLERA LISA BLANCA ADULTO,950,9,1406,80943400-1,0.0
2898,254-1151 Z BLA/A/R/ VOIT 26-29,4494,6,6651,91384000-3,0.0
2899,354-1151 Z BLA/A/R/ VOIT 30-33,4794,6,7095,91384000-3,0.0
2900,PIJAMA BUZO HOMBRE LARGO 42-50,2100,9,3108,50033500-9,0.0
2901,PANTINAS MALBORO ADULTOS 03-12,650,5,962,79931820-2,0.0
2902,BLUE-JEANS NINO LOGO ESTA 4-16,1290,3,1909,79931820-2,0.0
2903,MED FUT INFANT DRIB,1048,5,1790,77462640-9,43.0
2904,700030 BOINA PANO COMANDO HOMB,1800,15,2664,50117670-2,0.0
2905,CAMISA CELESTE 42,2649,1,3921,80019100-9,0.0
2906,CAMISA CELESTE 50,2759,1,4083,80019100-9,0.0
2907,BALON FUT NIKE MERCURI,5500,2,8140,10700067-4,0.0
2908,POLO BLCA M/LARGA ALG 4/10,780,2,1154,3441908-6,0.0
2909,CALCETA TUBULAR ADULT BLCO/VIV,330,10,488,79931820-2,0.0
2910,C210201 PISCI C/ARMA PVC HEXAG,19507,7,33966,96311000-6,0.0
2911,524-6039 Z COL BROC CHAR 34-39,5994,8,8871,91384000-3,0.0
2912,824-1653 Z VOIT C/A BL/G 39-44,6594,6,9759,91384000-3,0.0
2913,589-0419 Z HILO DAMA TEJ 34-39,4075,6,7539,91384000-3,0.0
2914,489-6409 Z LONA HOM ELAS 34-38,2635,6,4875,91384000-3,0.0
2915,489-7409 Z LONA HOM ELAS 34-38,2635,6,4875,91384000-3,0.0
2916,TUBULAR FILA BLCO/VIVO ADULTOS,790,10,1169,96619620-3,0.0
2918,40211 JENAS TRAD MESC AZ 52-60,5841,3,9605,78217490-8,0.0
2919,PANTINA LOGO EQUIPO PROF 26-33,650,15,962,5863731-9,0.0
2920,PANTINA LOGO EQUIPO PROF 34-38,690,15,1021,5863731-9,0.0
2921,PANTINA LOGO EQUIPO PROF 34-44,750,15,1110,5863731-9,0.0
2922,PANTINAS MALBORO NINOS N 05-09,450,15,740,79931820-2,0.0
2923,ARTI 30 ALPARGATAS CRUDO 34-44,2200,15,4490,85518800-7,0.0
2924,SHORT CAFU A.MAR S/L MICRO,2390,1,3990,76064490-0,0.0
2925,BOLSO PARVULO,455,1,990,76451600-1,0.0
2926,PLUMON CARS DISNEY,9480,1,15990,78526430-4,0.0
2927,PLUMON MIKEY MINNI DISNEY,13275,1,22990,89524100-8,0.0
2928,COERTOR U CH 2PL,9500,1,18990,78526430-4,2.0
2929,MUNEQUER VELCRO TONINI ART 220,760,5,1124,96587880-7,0.0
2930,BALON BASKET # 7 MOLTEN 455925,4950,5,7326,96587880-7,0.0
2931,BALON BASKET # 7 MOLTEN 455921,3690,5,5461,96587880-7,0.0
2932,CANILL TONIN C/TOB CS 139R C/A,6210,5,9190,96587880-7,0.0
2933,SET SCHILD 2 PAL 3 PEL 8402 BL,2490,5,3685,96587880-7,0.0
2934,PALETA PIONER ART 617256 SIMPL,530,5,784,96587880-7,0.0
2935,PALETA PIONER ART 61728 MNG PI,480,5,710,96587880-7,0.0
2936,PITO PLASTICO GRANDE ART 7900L,210,5,310,96587880-7,0.0
2937,PITOS METALICOS CHICO ART 7995,390,5,577,96587880-7,0.0
2938,PITO METALICO MODEL ART G-7001,190,5,281,96587880-7,0.0
2939,47729003 GUAN ARQU ADIDAS 9/12,6110,5,9042,95271000-1,0.0
2940,88062007 POLER ARQU ADIDA S-XL,10390,5,15377,95271000-1,0.0
2941,CO80706 ESCALADOR MINI STEPPER,30420,5,50024,96311000-6,0.0
2942,CO70115 BARRA TORSION CURV C/E,2340,5,3848,96311000-6,0.0
2943,C170606 SET PESCA CANA/CARR AC,3321,5,5461,96311000-6,0.0
2944,SOQ INVISILE VARON,458,13,890,76442659-2,0.0
2945,CARPA MOD IGLU PARA 6 PERSONAS,48900,5,73500,79501640-6,0.0
2946,DELANTAL CUADRI CELES COLEG 06,1690,1,2501,81415800-4,0.0
2947,DELANTAL CUADRI CELES COLEG 08,1690,1,2501,81415800-4,0.0
2948,DELANTAL CUADRI CELES COLEG 10,1690,1,2501,81415800-4,0.0
2949,DELANTAL CUADRI CELES COLEG 12,1690,1,2501,81415800-4,0.0
2950,DELANTAL CUADRI CELES COLEG 14,1690,1,2501,81415800-4,0.0
2951,DELANTAL CUADRI CELES COLEG 16,1690,1,2501,81415800-4,0.0
2952,CAJA SUNGA DE HOMBR COLOR S-XL,390,9,577,81415800-4,0.0
2953,PANOS DE COCINA ESTAMPADOS COL,250,14,370,81415800-4,0.0
2954,SABANAS DE 1 1/2 PLAZA ESTAMPA,3800,4,5624,81415800-4,0.0
2955,SHORT HOMBRE GABAR C/CIER S-XL,1500,2,2490,3441908-6,9.0
2956,SABANA 1 1/2 PLAZA ROSE ESTAMP,2990,4,4736,79931820-2,0.0
2957,SABANA 2 PLAZA ROSE ESTAMPADAS,4600,4,6808,79931820-2,0.0
2958,SABANA 2 PLAZA M.CLUB ESTAMPAD,4100,4,6512,79931820-2,0.0
2959,MANTEL AFRANEL REDONDO 70 ESTA,940,14,1391,79931820-2,0.0
2960,POLER BLANC ENTERA M/LAR 12/16,760,3,1258,79931820-2,0.0
2961,BEATLES 1 COLOR ADU M/LAR S-XL,1380,3,2042,79931820-2,0.0
2962,GORRO SIMPLE C/LETRA BORDA COL,950,15,1401,79931820-2,0.0
2963,1-1-9906 ZAPATILLA XTG BCO/NEG,5500,6,8140,88887900-5,0.0
2964,HF50612 ZA FUT EUROST N/A 6-12,7500,5,13704,88887900-5,0.0
2965,BLUSA COLEG SANG 6/16,2190,2,3590,81756100-4,4.0
2966,CAMISA BCA SANGI 6/16,2290,2,3590,81756100-4,1.0
2967,CAMISA BCA SANG 36/42,2890,13,4490,81756100-4,0.0
2968,PLUMON ROMANTICO BL/CRU 1.5 PL,21360,10,37900,79536070-0,0.0
2969,SABANA 1COLOR MICR C/VIVO 1.5,3850,10,6990,79536070-0,0.0
2970,SABANA 1 COLOR C/VIVO MICRO 2P,4850,10,8990,79536070-0,0.0
2971,SOQUETE VARON SEDA 10/12,462,10,1290,76333900-9,0.0
2972,PLUMON ROMANTICO BL/CRU 2 PL,9250,10,14990,79536070-0,0.0
2973,COJIN ESTAMP HANDY MANI 40*40,1990,10,2990,89524100-8,1.0
2974,COJIN SIMPSON 40*40,1590,10,2990,89524100-8,0.0
2975,MED FUT MASCOTA,1000,10,1590,77139990-8,12.0
2976,PLUMON X GAMES SINGLE,6600,10,14990,89524100-8,0.0
2977,5140 CALCETA COLE STRECH 10-11,584,10,864,80450700-0,0.0
2978,4115 CALCETA COLEGI DRALON 5-6,522,10,772,80450700-0,0.0
2979,4115 CALCETA COLEGI DRALON 6-7,535,10,791,80450700-0,10.0
2980,4115 CALCETA COLEGI DRALON 7-8,738,10,1092,80450700-0,4.0
2981,4115 CALCET COLEGI DRALON 9-10,802,10,1187,80450700-0,0.0
2982,SOQUETE DRALON HOMBRE,1280,10,1895,80450700-0,0.0
2983,4110 CALCETA COLEGI TOALLA 5-6,496,10,734,80450700-0,1.0
2984,PITO ETO PLASTIC C/BLISTER,544,10,990,76064490-0,0.0
2985,4110 CALCETA COLEGI TOALLA 7-8,630,10,932,80450700-0,0.0
2986,4110 CALCETA COLEG TOALLA 9-11,708,10,1047,80450700-0,0.0
2987,4110 CALCET COLEG TOALLA 10-11,752,10,1112,80450700-0,0.0
2988,8400 5/6SOQUETE COLEGIAL,590,10,873,80450700-0,1.0
2989,8400 6/7SOQUETE COLEGIAL,590,10,873,80450700-0,8.0
2990,8400 7/8SOQUETE COLEGIAL,590,10,873,80450700-0,0.0
2991,5063 SOQUETE COLEG STRECH 9-10,437,10,646,80450700-0,0.0
2992,5063 SOQUET COLEG STRECH 10-11,0,10,0,80450700-0,0.0
2993,5215 SOQUET COLEG STRECH 10-12,544,10,805,80450700-0,0.0
2994,8410 5/6 SOWUETE COLEGIAL,560,10,829,80450700-0,0.0
2995,TOALLA PLAYA H.WHEELS75*150,2995,10,4990,78526430-4,1.0
2996,4860 SOQUETE COLEGI DRALON 7-8,565,10,836,80450700-0,0.0
2997,4860 SOQUET COLEGI DRALON 9-10,632,10,935,80450700-0,0.0
2998,4860 SOQUET COLEG DRALON 10-12,560,10,829,80450700-0,0.0
2999,AO3629 CRUSH LO JR BO/AZ 26-33,8820,6,13053,95271000-1,0.0
3000,CARPA IGLU ASTRO 2PER,12300,5,18204,79501640-6,0.0
3001,TS ART 535 TOBILLERA ELAS S-XL,1103,5,1632,79922730-4,0.0
3002,CALZAS LYCRA ALGODON,1850,5,3290,10077548-4,0.0
3003,AO3621 MODE CLASICO BLCO 26-33,6930,6,10256,95271000-1,0.0
3004,CO40301 CANTIM ALUMI C/FUN Y C,2745,7,4514,96311000-6,0.0
3005,TACO POOL 030 2 TRAM,8722,2,14990,77462640-9,0.0
3006,POLERA PIQUET M/L,2425,14,3990,76333900-9,1.0
3007,102 SWETER PING COLEG A/M S-XL,4770,1,7059,80448300-4,0.0
3008,106 CHALECO PINGUI COLEG A/M 6,3760,1,5564,80448300-4,0.0
3009,108 CHELECO PINGUI COLEG A/M 8,3990,1,5905,80448300-4,0.0
3010,110 CHALECO PINGU COLEG A/M 10,4070,1,6023,80448300-4,0.0
3011,112 CHALECO PINGU COLEG A/M 12,4100,1,6068,80448300-4,0.0
3012,CHALECO PINGUINO 14,4200,1,6216,80448300-4,0.0
3013,206 SWETER PINGUI COLEG A/M 06,3760,1,5564,80448300-4,0.0
3014,208 SWETER PINGUI COLEG A/M 08,3990,1,5905,80448300-4,0.0
3015,210 SWETER PINGUI COLEG A/M 10,4070,1,6023,80448300-4,0.0
3016,212 SWETER PINGUI COLEG A/M 12,4100,1,6068,80448300-4,0.0
3017,214 SWETER PINGUI COLEG A/M 14,4200,1,6216,80448300-4,0.0
3018,AO3620 CLASSIC JR BO/ROS 26-33,6930,6,10256,95271000-1,0.0
3019,DEALNTAL CUADR ROSADO 4/8,3919,3,6590,80019100-9,5.0
3020,ZAPATO HUASO CUERO 34/37,22899,3,35990,80019100-9,0.0
3021,CALZONCILLO LARGO ALG 6/10,1302,9,2990,76333900-9,0.0
3022,CALZONCILLO LARGO ALG 12/16,1401,9,2990,76333900-9,5.0
3023,CAL.REMACHADO VARISE,1500,10,2690,76333900-9,72.0
3024,11401 ALGOD FINO ROMBO 11/12,672,10,1290,76333900-9,1.0
3025,AO3248 ZAP OPEN AZ/VER 3.5-6.5,8500,6,15377,95271000-1,0.0
3026,AO3248 ZAP OPEN AZ/VERD 7.0-12,8738,6,15850,95271000-1,0.0
3028,CINTURONES ADUL SKAY SURT 30 M,1290,15,1909,82084000-3,0.0
3027,CINTURONES NINO SKAY SURT 20 M,900,15,1332,82084000-3,0.0
3029,CAMISON FLOR ALG M/M BOTON S/X,2900,2,4990,3441908-6,0.0
3030,ART 2746 MOCHILA  CARDIN MEDIA,1700,5,2516,79931820-2,0.0
3031,ART 2173 MOCHILA SESAMES NINOS,1350,5,1998,79931820-2,0.0
3032,ART 2485 MOCHILA TRAD C/JARROS,1990,5,2945,3632-3,0.0
3033,ART 2692 MOCHILA NEW WAY MEDIA,2175,5,3219,79931820-2,0.0
3034,GORRO COLOR ADUL LOGO BORDADOS,1020,15,1554,79931820-2,0.0
3035,SOQUETE CALADA BLANCAS JUVENIL,260,10,384,79931820-2,0.0
3036,CALCETA MADONA COLORES DAMA JU,300,10,444,79931820-2,0.0
3037,SOQUETE ADUL ALGODON 1 COLORES,260,10,385,79931820-2,0.0
3038,ART 6012 PANUELOS CAJA 2 CLARO,410,15,656,50033500-9,0.0
3039,PANT FUT PRAGA SELEC S/XL,1950,1,2990,10077548-4,1.0
3040,RODILLERA ROTULA NEO S/XL,4264,1,6990,77462640-9,0.0
3041,DELANTAL NINA BLCO 6/16,1890,1,3300,81756100-4,0.0
3042,CONO PLATO SET 40,9480,1,16990,77462640-9,0.0
3043,MUNEQUERA PULGAR,500,5,1990,8752597-K,0.0
3044,POLO BLCA M/LARGA ALG 10/16,980,2,1450,3441908-6,0.0
3045,PANTY LANA A/MAR 11/12,2690,2,4690,76333900-9,2.0
3046,ZAP.BABY NEG CAFU TOUC 39/46,6741,2,10990,76064490-0,0.0
3047,PANTALON CASIMIR SUMAR T/12 CO,5045,1,7467,80019100-9,0.0
3048,CHASQUILLA SEDA ADUL HUASO,4449,2,6990,80019100-9,0.0
3049,BANDERA CHILENA 1.4*2.10,3040,2,4990,79536070-0,0.0
3050,BANDERA CHILENA 2 * 3,5530,2,7990,79536070-0,0.0
3051,FRAZADA MULTICOLOR GRIS 1 PLAZ,1302,4,1940,78378650-8,0.0
3052,FRAZADA MULTICOLOR GRIS 11/2 P,1688,4,2498,78378650-8,0.0
3053,FRAZAD MULTICOLOR GRIS 2 PLAZA,1900,4,2812,78378650-8,0.0
3054,SACO DE DORMIR MOD FRAZAD GRIS,2000,7,2960,78378650-8,0.0
3055,00819001 SOQ.ADIDAS 3/LIN ADUL,1010,10,1494,95271000-1,0.0
3056,ART 2944 MOCHILA MOD AIREXPRES,2590,5,3833,79931820-2,0.0
3057,3188-55 320-22 MOCHILAS DISNEY,1990,5,2945,79931820-2,0.0
3058,ART 4041 CANILLERA ELASTICA BL,580,5,858,96587880-7,0.0
3059,MUSLER TUB TONINI ART 300 S-XL,1730,5,2560,96587880-7,0.0
3060,CODERA TUB EXELL ART 1145 S-XL,1050,5,1554,96587880-7,0.0
3061,AO3151 ZA FAST BLCO VER/N 7-12,12600,6,18648,95271000-1,0.0
3063,CAM ALG M/L NINO 2/16,1050,10,1990,76451600-1,2.0
3064,CAM ALG M/L ADULT S/XL,1680,10,3490,76451600-1,0.0
3065,4416 SOQUETE TOALLA COLOR 10-1,780,10,1154,80450700-0,0.0
3066,2512 SOQUETE HILO HOM COLOR 12,1311,10,1941,80450700-0,0.0
3067,2516 SOQUETE HILO ADU COLOR 10,1245,10,1843,80450700-0,0.0
3068,2516 SOQUE HILO ADU COLOR 10.5,998,10,1477,80450700-0,0.0
3069,PANUELOS COLOR HOMBRE,163,10,390,85399000-0,72.0
3070,TOALLA PARVULOS TERRY,330,10,990,85399000-0,2.0
3071,TOALLA DE MANO TERRY,255,10,790,85399000-0,0.0
3072,1622 SOQ HILO DEP BL/VIVO 11.0,870,10,1287,80450700-0,0.0
3073,1622 SOQ HILO DEP BL/VIVO 11.5,870,10,1287,80450700-0,0.0
3074,PARKA COLEG AZ/MA C/G IMP 6-16,7627,1,11287,96614580-3,0.0
3075,PARKA HOMBRE COLORES BOLS S-XL,7364,3,10898,96614580-3,0.0
3076,MU╛EQUERA C/DEDO 600 NEOPREN,830,5,1229,84915900-3,0.0
3077,ALP CORAL/TERRAC/TURQ,2100,7,4490,85518800-7,8.0
3078,ALPAR RAYADAS 34/44,2200,7,4490,85518800-7,0.0
3079,SOQ TOBILL BAMBU ZAZA 11/12,660,5,1290,76451600-1,0.0
3080,ART 1330 SUSPENSOR BROCHE LISO,1866,15,3131,93157000-5,0.0
3081,ZAPATILLA DEPORTIVA,4990,6,7385,77751180-7,0.0
3082,BOLSO REDONDO PORTAEQU 0.80 ES,2600,14,3848,78247220-8,0.0
3083,1772 ZAP LEGEND JR CE/BL 25/33,7390,6,10937,96512180-3,0.0
3084,1775 ZAP LEGEND JR VE/BL 25-33,7390,6,10937,96512180-3,0.0
3085,3016 Z DAM ACTIVE ROS/BL 3.5/8,10320,6,15910,96512180-3,0.0
3086,CALZA LYCRA CORTA COLOR S/XL,3990,2,5905,77596800-1,0.0
3087,BLADER BABY C/AGUJA,579,14,858,3634388-5,0.0
3088,BLADER FUTBOL C/AGUJA,900,14,1590,76643690-0,0.0
3089,PLUMON COLO COLO 2PL,13495,1,19990,78526430-4,0.0
3090,CORBATIN COLEG BURDEO ELASTICO,275,1,420,83994100-5,0.0
3091,CORBATIN COLEGIAL ROJO ELASTIC,240,1,395,83994100-5,0.0
3092,CORBATA COLEGIAL NINOS DE AZUL,290,1,450,83994100-5,0.0
3093,CORBATA COLEGI DE NINOS BURDEO,292,1,450,83994100-5,0.0
3094,CORBATA COLEGIAL ADULTO BURDEO,533,1,790,83994100-5,0.0
3095,ART.198 CAMISA CELESTET/14/16,1750,1,2590,80902800-3,0.0
3096,289-1143 ZAP LONA BLANCA 26-29,1614,6,2388,91384000-3,0.0
3097,389-1143 ZAP LONA BLANCA 30-33,1794,6,2655,91384000-3,0.0
3098,589-1143 ZAP LONA BLANCA 34-39,2094,6,3099,91384000-3,0.0
3099,204-6002 Z COLE NEG CANA 26-29,5994,8,8871,91384000-3,0.0
3100,304-6002 Z COLE NEG CANA 30-33,6594,8,9759,91384000-3,0.0
3101,BALON 12 CASCOS PLATINIUM,2350,8,3478,91384000-3,0.0
3102,804-6002 Z COLE NEG CANA 39-44,0,8,0,91384000-3,0.0
3103,824-1654 ZAP VOIT BL/NEG 39-44,6594,6,9759,91384000-3,0.0
3104,RODILLERA LISA ELAS DRB S/XL,1386,5,2390,77462640-9,0.0
3105,11500 JEANS PETATE CLASI 42/50,5676,3,8400,6195243-8,0.0
3106,21500 JEANS PETATE DAMAS 40/48,5500,3,8140,6195243-8,0.0
3107,BA131407 B.BASKET RUBER JEAN#7,1701,5,2518,78113210-1,0.0
3108,MEDIA FUT ETOO CADETE,787,5,1390,76064490-0,0.0
3109,ZAP.SEGURI BATA 38/44,7540,5,13574,77892890-6,0.0
3110,TOBILLERA ELAST PAR BLCA,2580,5,4990,76064490-0,24.0
3111,SHORT ARQUERO DRB S/XL,2290,1,5990,77462640-9,4.0
3112,PIEMRA CAPA FIT POLO S/XL,1842,9,3990,84915900-3,12.0
3113,PRIMERA CAPA FIT CALZON LAR S/,1946,9,3990,84915900-3,15.0
3114,JUMPER IMPOR CASIMIR C/C 10/12,3919,1,5990,80019100-9,1.0
3115,JUMPER IMPORT CASIM C/CORTE 14,4129,1,6390,80019100-9,0.0
3116,045D PANT. COLEG T/14 CASIMIR,3200,1,4736,80019100-9,0.0
3117,VES CO5042 VESTON CASIMI 42/50,13210,1,19550,79506230-0,0.0
3118,VES CO5052 VESTON COLEGI 52/58,14570,1,21563,79506230-0,0.0
3119,VEFO5042 VESTON FRAN COL 42/46,11980,1,17730,79506230-0,0.0
3120,489-6032 ZAPA BABY TIGRE 34/38,2394,5,3543,91384000-3,0.0
3121,FAJA LABORAL C/TIRAN,6490,1,10990,77139990-8,0.0
3122,PITO PLAST PROFEC,400,1,990,77139990-8,0.0
3123,804-4045 BOTIN WEIM CAFE 39/44,14994,12,22191,91384000-3,0.0
